0.	8.73914854810044e-10	8.982762720550552e-10
1.	8.741968236050331e-10	9.160007418951593e-10
2.	8.746727550259675e-10	9.442583688042025e-10
3.	8.754522000379025e-10	9.878431959517768e-10
4.	8.766911691540149e-10	1.0528853211842872e-9
5.	8.786033373461959e-10	1.1468023148258327e-9
6.	8.814699095280818e-10	1.278029481367205e-9
7.	8.856460838093566e-10	1.4554832801631396e-9
8.	8.915618557052326e-10	1.6877540797613963e-9
9.	8.997151414161314e-10	1.982083345230239e-9
10.	9.106559463506193e-10	2.343244944031355e-9
11.	9.249615274396699e-10	2.772503587397623e-9
12.	9.432040136664147e-10	3.266847586230531e-9
13.	9.659134630069969e-10	3.818675201425958e-9
14.	9.935405052969667e-10	4.416051319937406e-9
15.	1.0264232552841663e-9	5.043554023581646e-9
16.	1.0647629115452047e-9	5.683619689030675e-9
17.	1.1086113914487321e-9	6.318196741785251e-9
18.	1.1578726695775086e-9	6.930456255351382e-9
19.	1.2123174990065007e-9	7.506297576846909e-9
20.	1.2716092779009585e-9	8.03543130029701e-9
21.	1.335337338466251e-9	8.511908775108715e-9
22.	1.4030531482388717e-9	8.934075138467976e-9
23.	1.4743049388553235e-9	9.304025648052857e-9
24.	1.5486670500562614e-9	9.626720037438037e-9
25.	1.6257615734552121e-9	9.908943121188871e-9
26.	1.7052713830893879e-9	1.0158290496184872e-8
27.	1.7869450230235396e-9	1.0382315543323905e-8
28.	1.8705949387981723e-9	1.0587914305330556e-8
29.	1.9560910706855818e-9	1.0780965317481056e-8
30.	2.043351888310537e-9	1.096619509300546e-8
31.	2.1323346537917687e-9	1.1147213013247014e-8
32.	2.2230262146535616e-9	1.1326651584662694e-8
33.	2.3154351011109872e-9	1.1506354643989354e-8
34.	2.4095852454247493e-9	1.1687570611611386e-8
35.	2.5055113103198176e-9	1.1871124359911434e-8
36.	2.603255418141068e-9	1.2057555593577892e-8
37.	2.7028649907402985e-9	1.2247221895935175e-8
38.	2.804391407009e-9	1.2440370567343192e-8
39.	2.9078892256110658e-9	1.2637185880574316e-8
40.	3.013415777598049e-9	1.2837818578205196e-8
41.	3.1210309898485693e-9	1.3042403429842547e-8
42.	3.230797347027551e-9	1.3251069249459847e-8
43.	3.3427799345087756e-9	1.346394441564129e-8
44.	3.4570465284143024e-9	1.368115984961621e-8
45.	3.5736677139972325e-9	1.3902850628908931e-8
46.	3.6927170226048645e-9	1.4129156907016954e-8
47.	3.814271082561695e-9	1.4360224500859632e-8
48.	3.938409782067568e-9	1.459620533222583e-8
49.	4.065216443640345e-9	1.483725781488722e-8
50.	4.194778010364741e-9	1.5083547231224188e-8
51.	4.327185244589647e-9	1.533524611869852e-8
52.	4.462532939931837e-9	1.5592534676184823e-8
53.	4.6009201475882394e-9	1.5855601195400358e-8
54.	4.742450418077591e-9	1.612464252082214e-8
